#TIC_ID Sector Camera CCD 
92994391 sector03 1 2 
423724440 sector03 1 2 
10862099 sector03 1 2 
257420263 sector03 1 2 
439497147 sector03 1 2 
212381205 sector03 1 2 
164771281 sector03 1 2 
28126712 sector03 1 2 
439499597 sector03 1 2 
423761677 sector03 1 2 
29852426 sector03 1 2 
441491397 sector03 1 2 
32548745 sector03 1 2 
257500811 sector03 1 2 
266787047 sector03 1 2 
28128612 sector03 1 2 
29901819 sector03 1 2 
92985947 sector03 1 2 
212378583 sector03 1 2 
54018345 sector03 1 2 
62425063 sector03 1 2 
63771781 sector03 1 2 
54016675 sector03 1 2 
382328918 sector03 1 2 
62422895 sector03 1 2 
257460568 sector03 1 2 
24922922 sector03 1 2 
29852483 sector03 1 2 
29902577 sector03 1 2 
441493600 sector03 1 2 
212376167 sector03 1 2 
167460098 sector03 1 2 
164768925 sector03 1 2 
10880658 sector03 1 2 
54017106 sector03 1 2 
257505968 sector03 1 2 
29902605 sector03 1 2 
24922453 sector03 1 2 
164774929 sector03 1 2 
32553195 sector03 1 2 
257482910 sector03 1 2 
164789350 sector03 1 2 
439489964 sector03 1 2 
62425644 sector03 1 2 
369555012 sector03 1 2 
93017022 sector03 1 2 
382328888 sector03 1 2 
24941536 sector03 1 2 
25398981 sector03 1 2 
212375873 sector03 1 2 
32535095 sector03 1 2 
423672141 sector03 1 2 
29938828 sector03 1 2 
62382185 sector03 1 2 
257422095 sector03 1 2 
439499014 sector03 1 2 
257434226 sector03 1 2 
136885949 sector03 1 2 
164771460 sector03 1 2 
54017005 sector03 1 2 
290172680 sector03 1 2 
32551379 sector03 1 2 
287188152 sector03 1 2 
32532634 sector03 1 2 
419050748 sector03 1 2 
257504767 sector03 1 2 
92995127 sector03 1 2 
287188478 sector03 1 2 
257500969 sector03 1 2 
32550546 sector03 1 2 
471015505 sector03 1 2 
92983454 sector03 1 2 
439406525 sector03 1 2 
423724394 sector03 1 2 
92983211 sector03 1 2 
25398686 sector03 1 2 
439497582 sector03 1 2 
32536692 sector03 1 2 
266786926 sector03 1 2 
287188771 sector03 1 2 
164682263 sector03 1 2 
423671870 sector03 1 2 
257483633 sector03 1 2 
423703735 sector03 1 2 
290178650 sector03 1 2 
439497058 sector03 1 2 
439407806 sector03 1 2 
423725480 sector03 1 2 
441494593 sector03 1 2 
29918137 sector03 1 2 
54017197 sector03 1 2 
423702938 sector03 1 2 
32532419 sector03 1 2 
32550587 sector03 1 2 
29862282 sector03 1 2 
439501711 sector03 1 2 
32532825 sector03 1 2 
93018726 sector03 1 2 
423751343 sector03 1 2 
382323904 sector03 1 2 
257396414 sector03 1 2 
62425708 sector03 1 2 
29927476 sector03 1 2 
287188367 sector03 1 2 
29928888 sector03 1 2 
423752091 sector03 1 2 
266816972 sector03 1 2 
29856302 sector03 1 2 
382340571 sector03 1 2 
404466151 sector03 1 2 
10839378 sector03 1 2 
62424327 sector03 1 2 
10930386 sector03 1 2 
164791024 sector03 1 2 
24927833 sector03 1 2 
29927819 sector03 1 2 
299200232 sector03 1 2 
423749616 sector03 1 2 
24954377 sector03 1 2 
32496006 sector03 1 2 
423702719 sector03 1 2 
136885449 sector03 1 2 
24928055 sector03 1 2 
63772101 sector03 1 2 
10879985 sector03 1 2 
164753199 sector03 1 2 
404461388 sector03 1 2 
439495391 sector03 1 2 
290168123 sector03 1 2 
439404281 sector03 1 2 
164694608 sector03 1 2 
423702648 sector03 1 2 
63771204 sector03 1 2 
62425120 sector03 1 2 
439489763 sector03 1 2 
10835485 sector03 1 2 
164766825 sector03 1 2 
423752647 sector03 1 2 
257422322 sector03 1 2 
29929024 sector03 1 2 
164681325 sector03 1 2 
24922591 sector03 1 2 
92994319 sector03 1 2 
439407710 sector03 1 2 
439501298 sector03 1 2 
404461445 sector03 1 2 
164681788 sector03 1 2 
54016842 sector03 1 2 
382328531 sector03 1 2 
257434385 sector03 1 2 
439408592 sector03 1 2 
268765670 sector03 1 2 
92994793 sector03 1 2 
257438573 sector03 1 2 
24925812 sector03 1 2 
29856102 sector03 1 2 
439407734 sector03 1 2 
29920517 sector03 1 2 
24941353 sector03 1 2 
24927930 sector03 1 2 
212379103 sector03 1 2 
423752707 sector03 1 2 
164698877 sector03 1 2 
136844385 sector03 1 2 
29922274 sector03 1 2 
62424781 sector03 1 2 
63771074 sector03 1 2 
32495474 sector03 1 2 
469967764 sector03 1 2 
29920651 sector03 1 2 
404467277 sector03 1 2 
287271708 sector03 1 2 
439496225 sector03 1 2 
257483163 sector03 1 2 
423700442 sector03 1 2 
423702339 sector03 1 2 
62381073 sector03 1 2 
257460432 sector03 1 2 
257459834 sector03 1 2 
439412724 sector03 1 2 
136842530 sector03 1 2 
92995128 sector03 1 2 
136885232 sector03 1 2 
164695036 sector03 1 2 
439402462 sector03 1 2 
257439914 sector03 1 2 
62424082 sector03 1 2 
54001792 sector03 1 2 
290178684 sector03 1 2 
164771334 sector03 1 2 
29835849 sector03 1 2 
25001759 sector03 1 2 
423701574 sector03 1 2 
32558027 sector03 1 2 
299119452 sector03 1 2 
92993899 sector03 1 2 
24924727 sector03 1 2 
24910106 sector03 1 2 
290172422 sector03 1 2 
439406587 sector03 1 2 
29929600 sector03 1 2 
63773243 sector03 1 2 
54001944 sector03 1 2 
257421735 sector03 1 2 
257437981 sector03 1 2 
24910683 sector03 1 2 
423761604 sector03 1 2 
439498124 sector03 1 2 
93018312 sector03 1 2 
212379725 sector03 1 2 
92985304 sector03 1 2 
266721879 sector03 1 2 
62423631 sector03 1 2 
266680599 sector03 1 2 
10880980 sector03 1 2 
92993362 sector03 1 2 
212381764 sector03 1 2 
419015284 sector03 1 2 
212377715 sector03 1 2 
423753117 sector03 1 2 
212379562 sector03 1 2 
164697801 sector03 1 2 
28127310 sector03 1 2 
212377721 sector03 1 2 
423750584 sector03 1 2 
469969864 sector03 1 2 
136885960 sector03 1 2 
404466376 sector03 1 2 
29922498 sector03 1 2 
404462886 sector03 1 2 
24922541 sector03 1 2 
404466393 sector03 1 2 
266680189 sector03 1 2 
32549762 sector03 1 2 
