#TIC_ID Sector Camera CCD 
12421862 sector02 1 2 
114819742 sector02 1 2 
246862726 sector02 1 2 
211436297 sector02 1 2 
12394572 sector02 1 2 
246846007 sector02 1 2 
12376734 sector02 1 2 
114851071 sector02 1 2 
70797900 sector02 1 2 
211437182 sector02 1 2 
246854127 sector02 1 2 
419064111 sector02 1 2 
254303008 sector02 1 2 
340703767 sector02 1 2 
70744510 sector02 1 2 
70775634 sector02 1 2 
12510166 sector02 1 2 
211436475 sector02 1 2 
340703996 sector02 1 2 
20892891 sector02 1 2 
12358805 sector02 1 2 
12509218 sector02 1 2 
12474920 sector02 1 2 
20891505 sector02 1 2 
313889049 sector02 1 2 
246893221 sector02 1 2 
12421477 sector02 1 2 
254304085 sector02 1 2 
12471629 sector02 1 2 
246852080 sector02 1 2 
313888890 sector02 1 2 
114914153 sector02 1 2 
419066103 sector02 1 2 
20881114 sector02 1 2 
12425061 sector02 1 2 
149019616 sector02 1 2 
12470972 sector02 1 2 
313932818 sector02 1 2 
114819903 sector02 1 2 
12417837 sector02 1 2 
419052964 sector02 1 2 
114819301 sector02 1 2 
313891852 sector02 1 2 
12473516 sector02 1 2 
114850285 sector02 1 2 
12421015 sector02 1 2 
340703648 sector02 1 2 
246822815 sector02 1 2 
20879850 sector02 1 2 
471016204 sector02 1 2 
471016203 sector02 1 2 
12471917 sector02 1 2 
246849837 sector02 1 2 
246859287 sector02 1 2 
70819884 sector02 1 2 
399579416 sector02 1 2 
12421368 sector02 1 2 
246862142 sector02 1 2 
246861678 sector02 1 2 
246850618 sector02 1 2 
246859878 sector02 1 2 
152088075 sector02 1 2 
246852110 sector02 1 2 
12425092 sector02 1 2 
114808889 sector02 1 2 
12419649 sector02 1 2 
419051600 sector02 1 2 
254300704 sector02 1 2 
313934805 sector02 1 2 
12469869 sector02 1 2 
340704298 sector02 1 2 
419052554 sector02 1 2 
12395801 sector02 1 2 
12424943 sector02 1 2 
313888607 sector02 1 2 
246890327 sector02 1 2 
246861224 sector02 1 2 
12421572 sector02 1 2 
308187631 sector02 1 2 
308187436 sector02 1 2 
114819453 sector02 1 2 
471015791 sector02 1 2 
149012033 sector02 1 2 
12396004 sector02 1 2 
211437488 sector02 1 2 
12434228 sector02 1 2 
12434973 sector02 1 2 
114817235 sector02 1 2 
12423000 sector02 1 2 
114852162 sector02 1 2 
254303068 sector02 1 2 
419063569 sector02 1 2 
20891745 sector02 1 2 
12418918 sector02 1 2 
12378287 sector02 1 2 
12434227 sector02 1 2 
211437074 sector02 1 2 
246862050 sector02 1 2 
313891745 sector02 1 2 
12393896 sector02 1 2 
12418249 sector02 1 2 
399579026 sector02 1 2 
246846530 sector02 1 2 
12358595 sector02 1 2 
419053078 sector02 1 2 
