#TIC_ID Sector Camera CCD 
201287746 sector01 2 2 
201292296 sector01 2 2 
201256293 sector01 2 2 
201292016 sector01 2 2 
201287064 sector01 2 2 
281498280 sector01 2 2 
201247574 sector01 2 2 
201352404 sector01 2 2 
201251602 sector01 2 2 
201251167 sector01 2 2 
355736067 sector01 2 2 
201255893 sector01 2 2 
201253980 sector01 2 2 
201309651 sector01 2 2 
201292494 sector01 2 2 
355425870 sector01 2 2 
201334431 sector01 2 2 
201307175 sector01 2 2 
201305869 sector01 2 2 
355704636 sector01 2 2 
281461262 sector01 2 2 
201248233 sector01 2 2 
201249197 sector01 2 2 
201287519 sector01 2 2 
321907964 sector01 2 2 
201250570 sector01 2 2 
281498066 sector01 2 2 
201292260 sector01 2 2 
394134589 sector01 3 1 
231867117 sector01 3 1 
469970578 sector01 3 1 
234517168 sector01 3 1 
234507537 sector01 3 1 
355688238 sector01 3 1 
231830359 sector01 3 1 
231866625 sector01 3 1 
355737803 sector01 3 1 
234507506 sector01 3 1 
281703171 sector01 3 1 
237913659 sector01 3 1 
234526939 sector01 3 1 
271503151 sector01 3 1 
231835378 sector01 3 1 
39163759 sector01 3 1 
52195972 sector01 3 1 
425976952 sector01 3 1 
355686920 sector01 3 1 
355705470 sector01 3 1 
234524718 sector01 3 1 
237910093 sector01 3 1 
206589811 sector01 3 1 
234492820 sector01 3 1 
51912949 sector01 3 1 
231833973 sector01 3 1 
52194549 sector01 3 1 
206552166 sector01 3 1 
206529533 sector01 3 1 
234503700 sector01 3 1 
237864910 sector01 3 1 
234492245 sector01 3 1 
52019004 sector01 3 1 
39018078 sector01 3 1 
237912030 sector01 3 1 
237882476 sector01 3 1 
231834618 sector01 3 1 
231835379 sector01 3 1 
52122764 sector01 3 1 
281595874 sector01 3 1 
231825464 sector01 3 1 
51991432 sector01 3 1 
52257193 sector01 3 1 
52079330 sector01 3 1 
425938795 sector01 3 1 
281789525 sector01 3 1 
281703596 sector01 3 1 
201353073 sector01 3 1 
206609630 sector01 3 1 
234502300 sector01 3 1 
38937541 sector01 3 1 
234512729 sector01 3 1 
234504902 sector01 3 1 
231830171 sector01 3 1 
51913807 sector01 3 1 
355767540 sector01 3 1 
425951471 sector01 3 1 
38823291 sector01 3 1 
231910796 sector01 3 1 
237866000 sector01 3 1 
234522781 sector01 3 1 
231866939 sector01 3 1 
355703947 sector01 3 1 
231864717 sector01 3 1 
355767360 sector01 3 1 
281499506 sector01 3 1 
52018322 sector01 3 1 
237912421 sector01 3 1 
206621644 sector01 3 1 
231831315 sector01 3 1 
234547852 sector01 3 1 
231825725 sector01 3 1 
281815156 sector01 3 1 
234547901 sector01 3 1 
206549900 sector01 3 1 
206501868 sector01 3 1 
425907607 sector01 3 1 
469974785 sector01 3 1 
234528296 sector01 3 1 
231834340 sector01 3 1 
52059441 sector01 3 1 
231864718 sector01 3 1 
281851658 sector01 3 1 
234502216 sector01 3 1 
206558364 sector01 3 1 
281459716 sector01 3 1 
237910693 sector01 3 1 
425975276 sector01 3 1 
38964182 sector01 3 1 
237912292 sector01 3 1 
237886333 sector01 3 1 
237906962 sector01 3 1 
281814914 sector01 3 1 
234493665 sector01 3 1 
231836505 sector01 3 1 
231853416 sector01 3 1 
237884825 sector01 3 1 
52019395 sector01 3 1 
234516618 sector01 3 1 
234492495 sector01 3 1 
234508639 sector01 3 1 
281708601 sector01 3 1 
52247146 sector01 3 1 
52058978 sector01 3 1 
234490153 sector01 3 1 
394137372 sector01 3 1 
52196324 sector01 3 1 
231908128 sector01 3 1 
39016736 sector01 3 1 
52243722 sector01 3 1 
425934989 sector01 3 1 
231839193 sector01 3 1 
281638341 sector01 3 1 
231832232 sector01 3 1 
52018979 sector01 3 1 
425940164 sector01 3 1 
39080971 sector01 3 1 
51938591 sector01 3 1 
281597810 sector01 3 1 
206501561 sector01 3 1 
38898383 sector01 3 1 
206529928 sector01 3 1 
38898004 sector01 3 1 
425950997 sector01 3 1 
234498068 sector01 3 1 
281574991 sector01 3 1 
425951803 sector01 3 1 
281499368 sector01 3 1 
231848571 sector01 3 1 
231841265 sector01 3 1 
52383564 sector01 3 1 
206603060 sector01 3 1 
234509254 sector01 3 1 
425930734 sector01 3 1 
425975286 sector01 3 1 
231838253 sector01 3 1 
234522810 sector01 3 1 
281781552 sector01 3 1 
52242411 sector01 3 1 
231826455 sector01 3 1 
206530035 sector01 3 1 
206607166 sector01 3 1 
234493645 sector01 3 1 
231845790 sector01 3 1 
52194976 sector01 3 1 
39081029 sector01 3 1 
234515458 sector01 3 1 
206615640 sector01 3 1 
234528315 sector01 3 1 
281789981 sector01 3 1 
52017689 sector01 3 1 
234519378 sector01 3 1 
231829153 sector01 3 1 
38898398 sector01 3 1 
231908622 sector01 3 1 
237908790 sector01 3 1 
281497146 sector01 3 1 
52256030 sector01 3 1 
425975305 sector01 3 1 
234493571 sector01 3 1 
51912008 sector01 3 1 
327938555 sector01 3 1 
425937239 sector01 3 1 
425939580 sector01 3 1 
201308220 sector01 3 1 
38810544 sector01 3 1 
52284965 sector01 3 1 
52118195 sector01 3 1 
237912601 sector01 3 1 
52365068 sector01 3 1 
281851452 sector01 3 1 
